iShares Russell 1000 ETF
Fund Holdings as of,"Apr 22, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"119,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"SEIC","SEI INVESTMENTS","Financials","Equity","6,041,202.71","0.01","6,041,202.71","71,249.00","84.79","United States","NASDAQ","USD","1.00","USD","-"
"AFG","AMERICAN FINANCIAL GROUP INC","Financials","Equity","5,997,091.50","0.01","5,997,091.50","46,050.00","130.23","United States","NYSE","USD","1.00","USD","-"
"COLB","COLUMBIA BANKING SYSTEM INC","Financials","Equity","5,994,996.00","0.01","5,994,996.00","206,724.00","29.00","United States","NASDAQ","USD","1.00","USD","-"
"REXR","REXFORD INDUSTRIAL REALTY REIT INC","Real Estate","Equity","5,990,623.38","0.01","5,990,623.38","165,213.00","36.26","United States","NYSE","USD","1.00","USD","-"
"TIGO","MILLICOM INTERNATIONAL CELLULAR SA","Communication","Equity","5,957,614.35","0.01","5,957,614.35","71,649.00","83.15","Sweden","NASDAQ","USD","1.00","USD","-"
"MANH","MANHATTAN ASSOCIATES INC","Information Technology","Equity","5,952,952.32","0.01","5,952,952.32","41,664.00","142.88","United States","NASDAQ","USD","1.00","USD","-"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Consumer Discretionary","Equity","5,908,187.01","0.01","5,908,187.01","310,467.00","19.03","United States","NYSE","USD","1.00","USD","-"
"AMG","AFFILIATED MANAGERS GROUP INC","Financials","Equity","5,878,363.00","0.01","5,878,363.00","19,510.00","301.30","United States","NYSE","USD","1.00","USD","-"
"CFR","CULLEN FROST BANKERS INC","Financials","Equity","5,862,084.55","0.01","5,862,084.55","40,985.00","143.03","United States","NYSE","USD","1.00","USD","-"
"WAL","WESTERN ALLIANCE","Financials","Equity","5,852,201.38","0.01","5,852,201.38","74,674.00","78.37","United States","NYSE","USD","1.00","USD","-"
"XP","XP CLASS A INC","Financials","Equity","5,809,339.38","0.01","5,809,339.38","285,051.00","20.38","Brazil","NASDAQ","USD","1.00","USD","-"
"EMN","EASTMAN CHEMICAL","Materials","Equity","5,806,171.56","0.01","5,806,171.56","80,052.00","72.53","United States","NYSE","USD","1.00","USD","-"
"TTEK","TETRA TECH INC","Industrials","Equity","5,797,497.81","0.01","5,797,497.81","184,223.00","31.47","United States","NASDAQ","USD","1.00","USD","-"
"ATR","APTARGROUP INC","Materials","Equity","5,780,240.95","0.01","5,780,240.95","46,409.00","124.55","United States","NYSE","USD","1.00","USD","-"
"KEX","KIRBY CORP","Industrials","Equity","5,755,933.04","0.01","5,755,933.04","38,818.00","148.28","United States","NYSE","USD","1.00","USD","-"
"LKQ","LKQ CORP","Consumer Discretionary","Equity","5,741,670.46","0.01","5,741,670.46","182,914.00","31.39","United States","NASDAQ","USD","1.00","USD","-"
"NFG","NATIONAL FUEL GAS","Utilities","Equity","5,738,613.05","0.01","5,738,613.05","65,999.00","86.95","United States","NYSE","USD","1.00","USD","-"
"U","UNITY SOFTWARE INC","Information Technology","Equity","5,729,070.70","0.01","5,729,070.70","221,885.00","25.82","United States","NYSE","USD","1.00","USD","-"
"QGEN","QIAGEN NV","Health Care","Equity","5,717,988.29","0.01","5,717,988.29","143,057.00","39.97","Germany","NYSE","USD","1.00","USD","-"
"HSIC","HENRY SCHEIN INC","Health Care","Equity","5,720,229.63","0.01","5,720,229.63","73,233.00","78.11","United States","NASDAQ","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","5,688,177.60","0.01","5,688,177.60","53,340.00","106.64","United States","NASDAQ","USD","1.00","USD","-"
"MASI","MASIMO CORP","Health Care","Equity","5,679,931.95","0.01","5,679,931.95","31,815.00","178.53","United States","NASDAQ","USD","1.00","USD","-"
"NNN","NNN REIT INC","Real Estate","Equity","5,655,856.44","0.01","5,655,856.44","129,662.00","43.62","United States","NYSE","USD","1.00","USD","-"
"ONON","ON HOLDING AG CLASS A","Consumer Discretionary","Equity","5,620,698.60","0.01","5,620,698.60","153,571.00","36.60","United States","NYSE","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","5,602,844.16","0.01","5,602,844.16","142,784.00","39.24","United States","NYSE","USD","1.00","USD","-"
"FR","FIRST INDUSTRIAL REALTY TRUST INC","Real Estate","Equity","5,592,474.65","0.01","5,592,474.65","88,279.00","63.35","United States","NYSE","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","5,581,066.05","0.01","5,581,066.05","119,637.00","46.65","United States","NYSE","USD","1.00","USD","-"
"AXS","AXIS CAPITAL HOLDINGS LTD","Financials","Equity","5,560,776.41","0.01","5,560,776.41","55,669.00","99.89","United States","NYSE","USD","1.00","USD","-"
"UGI","UGI CORP","Utilities","Equity","5,552,133.90","0.01","5,552,133.90","153,586.00","36.15","United States","NYSE","USD","1.00","USD","-"
"HALO","HALOZYME THERAPEUTICS INC","Health Care","Equity","5,555,174.40","0.01","5,555,174.40","81,216.00","68.40","United States","NASDAQ","USD","1.00","USD","-"
"RBRK","RUBRIK INC CLASS A","Information Technology","Equity","5,538,528.12","0.01","5,538,528.12","100,263.00","55.24","United States","NYSE","USD","1.00","USD","-"
"CAR","AVIS BUDGET GROUP INC","Industrials","Equity","5,532,824.22","0.01","5,532,824.22","12,463.00","443.94","United States","NASDAQ","USD","1.00","USD","-"
"CHRD","CHORD ENERGY CORP","Energy","Equity","5,517,503.68","0.01","5,517,503.68","40,928.00","134.81","United States","NASDAQ","USD","1.00","USD","-"
"SSD","SIMPSON MANUFACTURING INC","Industrials","Equity","5,477,856.45","0.01","5,477,856.45","29,535.00","185.47","United States","NYSE","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","5,480,195.48","0.01","5,480,195.48","223,499.00","24.52","United States","NYSE","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","5,445,423.00","0.01","5,445,423.00","35,591.00","153.00","United States","NYSE","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","5,401,581.64","0.01","5,401,581.64","23,062.00","234.22","United States","NASDAQ","USD","1.00","USD","-"
"W","WAYFAIR INC CLASS A","Consumer Discretionary","Equity","5,404,119.84","0.01","5,404,119.84","67,032.00","80.62","United States","NYSE","USD","1.00","USD","-"
"IDA","IDACORP INC","Utilities","Equity","5,346,034.52","0.01","5,346,034.52","37,252.00","143.51","United States","NYSE","USD","1.00","USD","-"
"KNSL","KINSALE CAPITAL GROUP INC","Financials","Equity","5,337,367.21","0.01","5,337,367.21","15,271.00","349.51","United States","NYSE","USD","1.00","USD","-"
"VFC","VF CORP","Consumer Discretionary","Equity","5,329,853.75","0.01","5,329,853.75","247,325.00","21.55","United States","NYSE","USD","1.00","USD","-"
"AAL","AMERICAN AIRLINES GROUP INC","Industrials","Equity","5,311,919.00","0.01","5,311,919.00","461,906.00","11.50","United States","NASDAQ","USD","1.00","USD","-"
"AWI","ARMSTRONG WORLD INDUSTRIES INC","Industrials","Equity","5,295,307.14","0.01","5,295,307.14","29,961.00","176.74","United States","NYSE","USD","1.00","USD","-"
"AGCO","AGCO CORP","Industrials","Equity","5,270,784.48","0.01","5,270,784.48","44,577.00","118.24","United States","NYSE","USD","1.00","USD","-"
"CART","MAPLEBEAR INC","Consumer Staples","Equity","5,239,472.98","0.01","5,239,472.98","120,337.00","43.54","United States","NASDAQ","USD","1.00","USD","-"
"Z","ZILLOW GROUP INC CLASS C","Real Estate","Equity","5,222,869.68","0.01","5,222,869.68","113,442.00","46.04","United States","NASDAQ","USD","1.00","USD","-"
"AOS","A O SMITH CORP","Industrials","Equity","5,223,297.14","0.01","5,223,297.14","80,594.00","64.81","United States","NYSE","USD","1.00","USD","-"
"GFS","GLOBALFOUNDRIES INC","Information Technology","Equity","5,189,675.04","0.01","5,189,675.04","85,936.00","60.39","United States","NASDAQ","USD","1.00","USD","-"
"BEN","FRANKLIN RESOURCES INC","Financials","Equity","5,169,274.58","0.01","5,169,274.58","188,042.00","27.49","United States","NYSE","USD","1.00","USD","-"
"NOV","NOV INC","Energy","Equity","5,148,127.77","0.01","5,148,127.77","260,401.00","19.77","United States","NYSE","USD","1.00","USD","-"
"DOX","AMDOCS LTD","Information Technology","Equity","5,134,564.68","0.01","5,134,564.68","78,116.00","65.73","United States","NASDAQ","USD","1.00","USD","-"
"SFM","SPROUTS FARMERS MARKET INC","Consumer Staples","Equity","5,116,792.67","0.01","5,116,792.67","68,233.00","74.99","United States","NASDAQ","USD","1.00","USD","-"
"WFRD","WEATHERFORD INTERNATIONAL PLC","Energy","Equity","5,098,076.19","0.01","5,098,076.19","50,481.00","100.99","United States","NASDAQ","USD","1.00","USD","-"
"VOYA","VOYA FINANCIAL INC","Financials","Equity","5,095,096.50","0.01","5,095,096.50","67,262.00","75.75","United States","NYSE","USD","1.00","USD","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","5,086,637.50","0.01","5,086,637.50","119,125.00","42.70","United States","NYSE","USD","1.00","USD","-"
"STAG","STAG INDUSTRIAL REIT INC","Real Estate","Equity","5,049,088.70","0.01","5,049,088.70","129,830.00","38.89","United States","NYSE","USD","1.00","USD","-"
"QRVO","QORVO INC","Information Technology","Equity","5,034,045.24","0.01","5,034,045.24","59,238.00","84.98","United States","NASDAQ","USD","1.00","USD","-"
"AM","ANTERO MIDSTREAM CORP","Energy","Equity","5,022,452.88","0.01","5,022,452.88","236,462.00","21.24","United States","NYSE","USD","1.00","USD","-"
"JEF","JEFFERIES FINANCIAL GROUP INC","Financials","Equity","5,018,787.60","0.01","5,018,787.60","106,760.00","47.01","United States","NYSE","USD","1.00","USD","-"
"INGR","INGREDION INC","Consumer Staples","Equity","5,012,378.34","0.01","5,012,378.34","44,507.00","112.62","United States","NYSE","USD","1.00","USD","-"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","5,013,342.24","0.01","5,013,342.24","38,827.00","129.12","United States","NYSE","USD","1.00","USD","-"
"PCOR","PROCORE TECHNOLOGIES INC","Information Technology","Equity","4,991,145.75","0.01","4,991,145.75","87,795.00","56.85","United States","NYSE","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","4,971,503.52","0.01","4,971,503.52","75,924.00","65.48","United States","NYSE","USD","1.00","USD","-"
"MTDR","MATADOR RESOURCES","Energy","Equity","4,958,538.00","0.01","4,958,538.00","82,095.00","60.40","United States","NYSE","USD","1.00","USD","-"
"BROS","DUTCH BROS INC CLASS A","Consumer Discretionary","Equity","4,883,080.23","0.01","4,883,080.23","87,089.00","56.07","United States","NYSE","USD","1.00","USD","-"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","4,857,059.34","0.01","4,857,059.34","334,278.00","14.53","United States","NYSE","USD","1.00","USD","-"
"OMF","ONEMAIN HOLDINGS INC","Financials","Equity","4,848,392.29","0.01","4,848,392.29","81,199.00","59.71","United States","NYSE","USD","1.00","USD","-"
"MIDD","MIDDLEBY CORP","Industrials","Equity","4,823,442.47","0.01","4,823,442.47","33,341.00","144.67","United States","NASDAQ","USD","1.00","USD","-"
"HXL","HEXCEL CORP","Industrials","Equity","4,821,748.05","0.01","4,821,748.05","55,327.00","87.15","United States","NYSE","USD","1.00","USD","-"
"ECG","EVERUS CONSTRUCTION GROUP INC","Industrials","Equity","4,809,820.66","0.01","4,809,820.66","36,194.00","132.89","United States","NYSE","USD","1.00","USD","-"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","4,754,745.60","0.01","4,754,745.60","28,740.00","165.44","United States","NYSE","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","4,711,914.18","0.01","4,711,914.18","36,126.00","130.43","United States","NYSE","USD","1.00","USD","-"
"EXP","EAGLE MATERIALS INC","Materials","Equity","4,694,426.28","0.01","4,694,426.28","23,004.00","204.07","United States","NYSE","USD","1.00","USD","-"
"LEA","LEAR CORP","Consumer Discretionary","Equity","4,686,593.58","0.01","4,686,593.58","36,594.00","128.07","United States","NYSE","USD","1.00","USD","-"
"GXO","GXO LOGISTICS INC","Industrials","Equity","4,663,425.36","0.01","4,663,425.36","81,301.00","57.36","United States","NYSE","USD","1.00","USD","-"
"CBSH","COMMERCE BANCSHARES INC","Financials","Equity","4,660,057.60","0.01","4,660,057.60","92,096.00","50.60","United States","NASDAQ","USD","1.00","USD","-"
"WEX","WEX INC","Financials","Equity","4,655,427.82","0.01","4,655,427.82","25,174.00","184.93","United States","NYSE","USD","1.00","USD","-"
"AAON","AAON INC","Industrials","Equity","4,625,452.44","0.01","4,625,452.44","47,754.00","96.86","United States","NASDAQ","USD","1.00","USD","-"
"JHG","JANUS HENDERSON GROUP PLC","Financials","Equity","4,627,003.50","0.01","4,627,003.50","89,775.00","51.54","United States","NYSE","USD","1.00","USD","-"
"TKR","TIMKEN","Industrials","Equity","4,619,948.98","0.01","4,619,948.98","43,262.00","106.79","United States","NYSE","USD","1.00","USD","-"
"LAD","LITHIA MOTORS INC CLASS A","Consumer Discretionary","Equity","4,614,460.72","0.01","4,614,460.72","16,684.00","276.58","United States","NYSE","USD","1.00","USD","-"
"LNC","LINCOLN NATIONAL CORP","Financials","Equity","4,594,984.46","0.01","4,594,984.46","124,762.00","36.83","United States","NYSE","USD","1.00","USD","-"
"SITE","SITEONE LANDSCAPE SUPPLY INC","Industrials","Equity","4,566,667.77","0.01","4,566,667.77","31,839.00","143.43","United States","NYSE","USD","1.00","USD","-"
"RGEN","REPLIGEN CORP","Health Care","Equity","4,563,240.80","0.01","4,563,240.80","36,682.00","124.40","United States","NASDAQ","USD","1.00","USD","-"
"AXTA","AXALTA COATING SYSTEMS LTD","Materials","Equity","4,555,281.12","0.01","4,555,281.12","151,944.00","29.98","United States","NYSE","USD","1.00","USD","-"
"GTES","GATES INDUSTRIAL PLC","Industrials","Equity","4,521,950.19","0.01","4,521,950.19","177,123.00","25.53","United States","NYSE","USD","1.00","USD","-"
"WH","WYNDHAM HOTELS RESORTS INC","Consumer Discretionary","Equity","4,515,162.80","0.01","4,515,162.80","52,970.00","85.24","United States","NYSE","USD","1.00","USD","-"
"MSA","MSA SAFETY INC","Industrials","Equity","4,512,412.80","0.01","4,512,412.80","26,528.00","170.10","United States","NYSE","USD","1.00","USD","-"
"FAF","FIRST AMERICAN FINANCIAL CORP","Financials","Equity","4,499,565.84","0.01","4,499,565.84","67,683.00","66.48","United States","NYSE","USD","1.00","USD","-"
"THG","HANOVER INSURANCE GROUP INC","Financials","Equity","4,488,814.72","0.01","4,488,814.72","25,094.00","178.88","United States","NYSE","USD","1.00","USD","-"
"FNB","FNB CORP","Financials","Equity","4,484,617.90","0.01","4,484,617.90","254,086.00","17.65","United States","NYSE","USD","1.00","USD","-"
"ETSY","ETSY INC","Consumer Discretionary","Equity","4,458,719.70","0.01","4,458,719.70","67,495.00","66.06","United States","NYSE","USD","1.00","USD","-"
"PB","PROSPERITY BANCSHARES INC","Financials","Equity","4,449,103.02","0.01","4,449,103.02","63,759.00","69.78","United States","NYSE","USD","1.00","USD","-"
"LSTR","LANDSTAR SYSTEM INC","Industrials","Equity","4,416,690.37","0.01","4,416,690.37","24,901.00","177.37","United States","NASDAQ","USD","1.00","USD","-"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Equity","4,416,812.82","0.01","4,416,812.82","27,162.00","162.61","United States","NASDAQ","USD","1.00","USD","-"
"CHWY","CHEWY INC CLASS A","Consumer Discretionary","Equity","4,384,725.28","0.01","4,384,725.28","162,157.00","27.04","United States","NYSE","USD","1.00","USD","-"
"RYN","RAYONIER REIT INC","Real Estate","Equity","4,373,270.60","0.01","4,373,270.60","208,748.00","20.95","United States","NYSE","USD","1.00","USD","-"
"LBRDK","LIBERTY BROADBAND CORP SERIES C","Communication","Equity","4,373,781.76","0.01","4,373,781.76","77,248.00","56.62","United States","NASDAQ","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","4,372,148.60","0.01","4,372,148.60","204,020.00","21.43","United States","NYSE","USD","1.00","USD","-"
"STWD","STARWOOD PROPERTY TRUST REIT INC","Financials","Equity","4,358,028.48","0.01","4,358,028.48","238,927.00","18.24","United States","NYSE","USD","1.00","USD","-"
"MTG","MGIC INVESTMENT CORP","Financials","Equity","4,334,151.69","0.01","4,334,151.69","153,857.00","28.17","United States","NYSE","USD","1.00","USD","-"
"TFX","TELEFLEX INC","Health Care","Equity","4,323,098.64","0.01","4,323,098.64","31,144.00","138.81","United States","NYSE","USD","1.00","USD","-"
"AVT","AVNET INC","Information Technology","Equity","4,273,624.41","0.01","4,273,624.41","56,507.00","75.63","United States","NASDAQ","USD","1.00","USD","-"
"LW","LAMB WESTON HOLDINGS INC","Consumer Staples","Equity","4,275,814.97","0.01","4,275,814.97","94,997.00","45.01","United States","NYSE","USD","1.00","USD","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","4,239,492.96","0.01","4,239,492.96","107,112.00","39.58","United States","NYSE","USD","1.00","USD","-"
"OWL","BLUE OWL CAPITAL INC CLASS A","Financials","Equity","4,218,003.84","0.01","4,218,003.84","425,202.00","9.92","United States","NYSE","USD","1.00","USD","-"
"AUR","AURORA INNOVATION INC CLASS A","Information Technology","Equity","4,220,834.53","0.01","4,220,834.53","816,409.00","5.17","United States","NASDAQ","USD","1.00","USD","-"
"ACI","ALBERTSONS COMPANY INC CLASS A","Consumer Staples","Equity","4,186,399.61","0.01","4,186,399.61","247,277.00","16.93","United States","NYSE","USD","1.00","USD","-"
"HR","HEALTHCARE REALTY TRUST INC CLASS","Real Estate","Equity","4,188,339.26","0.01","4,188,339.26","228,746.00","18.31","United States","NYSE","USD","1.00","USD","-"
"GAP","GAP INC","Consumer Discretionary","Equity","4,165,992.00","0.01","4,165,992.00","160,725.00","25.92","United States","NYSE","USD","1.00","USD","-"
"PLNT","PLANET FITNESS INC CLASS A","Consumer Discretionary","Equity","4,151,573.50","0.01","4,151,573.50","58,325.00","71.18","United States","NYSE","USD","1.00","USD","-"
"NXST","NEXSTAR MEDIA GROUP INC","Communication","Equity","4,137,156.40","0.01","4,137,156.40","19,682.00","210.20","United States","NASDAQ","USD","1.00","USD","-"
"ESAB","ESAB CORP","Industrials","Equity","4,117,945.14","0.01","4,117,945.14","39,649.00","103.86","United States","NYSE","USD","1.00","USD","-"
"TPG","TPG INC CLASS A","Financials","Equity","4,115,144.72","0.01","4,115,144.72","90,284.00","45.58","United States","NASDAQ","USD","1.00","USD","-"
"VSNT","VERSANT MEDIA GROUP INC","Communication","Equity","4,068,328.32","0.01","4,068,328.32","100,901.00","40.32","United States","NASDAQ","USD","1.00","USD","-"
"G","GENPACT LTD","Industrials","Equity","4,062,326.54","0.01","4,062,326.54","112,157.00","36.22","United States","NYSE","USD","1.00","USD","-"
"BIO","BIO RAD LABORATORIES INC CLASS A","Health Care","Equity","4,042,783.98","0.01","4,042,783.98","13,441.00","300.78","United States","NYSE","USD","1.00","USD","-"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","Industrials","Equity","4,040,061.10","0.01","4,040,061.10","98,779.00","40.90","United States","NYSE","USD","1.00","USD","-"
"CHDN","CHURCHILL DOWNS INC","Consumer Discretionary","Equity","4,033,251.12","0.01","4,033,251.12","45,348.00","88.94","United States","NASDAQ","USD","1.00","USD","-"
"FCN","FTI CONSULTING INC","Industrials","Equity","4,033,304.48","0.01","4,033,304.48","21,764.00","185.32","United States","NYSE","USD","1.00","USD","-"
"LYFT","LYFT INC CLASS A","Industrials","Equity","4,019,706.12","0.01","4,019,706.12","278,373.00","14.44","United States","NASDAQ","USD","1.00","USD","-"
"MHK","MOHAWK INDUSTRIES INC","Consumer Discretionary","Equity","3,958,551.20","0.01","3,958,551.20","36,518.00","108.40","United States","NYSE","USD","1.00","USD","-"
"CZR","CAESARS ENTERTAINMENT INC","Consumer Discretionary","Equity","3,938,217.40","0.01","3,938,217.40","143,260.00","27.49","United States","NASDAQ","USD","1.00","USD","-"
"AN","AUTONATION INC","Consumer Discretionary","Equity","3,905,912.90","0.01","3,905,912.90","19,205.00","203.38","United States","NYSE","USD","1.00","USD","-"
"SARO","STANDARDAERO","Industrials","Equity","3,900,693.72","0.01","3,900,693.72","160,127.00","24.36","United States","NYSE","USD","1.00","USD","-"
"BSY","BENTLEY SYSTEMS INC CLASS B","Information Technology","Equity","3,863,176.14","0.01","3,863,176.14","109,687.00","35.22","United States","NASDAQ","USD","1.00","USD","-"
"AVTR","AVANTOR INC","Health Care","Equity","3,810,025.44","0.01","3,810,025.44","460,148.00","8.28","United States","NYSE","USD","1.00","USD","-"
"CELH","CELSIUS HOLDINGS INC","Consumer Staples","Equity","3,810,498.42","0.01","3,810,498.42","114,567.00","33.26","United States","NASDAQ","USD","1.00","USD","-"
"FND","FLOOR DECOR HOLDINGS INC CLASS A","Consumer Discretionary","Equity","3,811,362.15","0.01","3,811,362.15","73,735.00","51.69","United States","NYSE","USD","1.00","USD","-"
"M","MACYS INC","Consumer Discretionary","Equity","3,812,830.80","0.01","3,812,830.80","188,754.00","20.20","United States","NYSE","USD","1.00","USD","-"
"WTM","WHITE MOUNTAINS INSURANCE GROUP LT","Financials","Equity","3,773,662.97","0.01","3,773,662.97","1,663.00","2,269.19","United States","NYSE","USD","1.00","USD","-"
"AS","AMER SPORTS INC","Consumer Discretionary","Equity","3,769,104.96","0.01","3,769,104.96","104,004.00","36.24","United States","NYSE","USD","1.00","USD","-"
"DVA","DAVITA INC","Health Care","Equity","3,754,714.28","0.01","3,754,714.28","24,634.00","152.42","United States","NYSE","USD","1.00","USD","-"
"MSGS","MADISON SQUARE GARDEN SPORTS CORP","Communication","Equity","3,756,926.05","0.01","3,756,926.05","11,203.00","335.35","United States","NYSE","USD","1.00","USD","-"
"UBFUT","CASH COLLATERAL USD UBFUT","Cash and/or Derivatives","Cash Collateral and Margins","3,741,000.00","0.01","3,741,000.00","3,741,000.00","100.00","United States","-","USD","1.00","USD","Oct 01, 2015"
"OLLI","OLLIES BARGAIN OUTLET HOLDINGS INC","Consumer Discretionary","Equity","3,740,755.14","0.01","3,740,755.14","41,871.00","89.34","United States","NASDAQ","USD","1.00","USD","-"
"VNT","VONTIER CORP","Information Technology","Equity","3,734,978.31","0.01","3,734,978.31","102,807.00","36.33","United States","NYSE","USD","1.00","USD","-"
"TEM","TEMPUS AI INC CLASS A","Health Care","Equity","3,727,829.56","0.01","3,727,829.56","67,156.00","55.51","United States","NASDAQ","USD","1.00","USD","-"
"OZK","BANK OZK","Financials","Equity","3,721,481.28","0.01","3,721,481.28","78,314.00","47.52","United States","NASDAQ","USD","1.00","USD","-"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","3,722,919.20","0.01","3,722,919.20","92,980.00","40.04","Canada","NYSE","USD","1.00","USD","-"
"CLF","CLEVELAND CLIFFS INC","Materials","Equity","3,723,392.00","0.01","3,723,392.00","391,936.00","9.50","United States","NYSE","USD","1.00","USD","-"
"SIRI","SIRIUSXM HOLDINGS INC","Communication","Equity","3,713,179.80","0.01","3,713,179.80","132,330.00","28.06","United States","NASDAQ","USD","1.00","USD","-"
"CHE","CHEMED CORP","Health Care","Equity","3,709,111.00","0.01","3,709,111.00","9,940.00","373.15","United States","NYSE","USD","1.00","USD","-"
"GNTX","GENTEX CORP","Consumer Discretionary","Equity","3,704,303.80","0.01","3,704,303.80","162,755.00","22.76","United States","NASDAQ","USD","1.00","USD","-"
"CROX","CROCS INC","Consumer Discretionary","Equity","3,706,945.03","0.01","3,706,945.03","35,207.00","105.29","United States","NASDAQ","USD","1.00","USD","-"
"WING","WINGSTOP INC","Consumer Discretionary","Equity","3,682,580.00","0.01","3,682,580.00","19,382.00","190.00","United States","NASDAQ","USD","1.00","USD","-"
"RITM","RITHM CAPITAL CORP","Financials","Equity","3,653,602.00","0.01","3,653,602.00","358,900.00","10.18","United States","NYSE","USD","1.00","USD","-"
"ALGM","ALLEGRO MICROSYSTEMS INC","Information Technology","Equity","3,642,490.44","0.01","3,642,490.44","86,172.00","42.27","United States","NASDAQ","USD","1.00","USD","-"
"VNO","VORNADO REALTY TRUST REIT","Real Estate","Equity","3,630,564.63","0.01","3,630,564.63","124,377.00","29.19","United States","NYSE","USD","1.00","USD","-"
"RAL","RALLIANT CORP","Information Technology","Equity","3,602,506.44","0.01","3,602,506.44","79,631.00","45.24","United States","NYSE","USD","1.00","USD","-"
"PRMB","PRIMO BRANDS CLASS A CORP","Consumer Staples","Equity","3,593,717.60","0.01","3,593,717.60","178,970.00","20.08","United States","NYSE","USD","1.00","USD","-"
"BC","BRUNSWICK CORP","Consumer Discretionary","Equity","3,595,632.30","0.01","3,595,632.30","44,694.00","80.45","United States","NYSE","USD","1.00","USD","-"
"POST","POST HOLDINGS INC","Consumer Staples","Equity","3,551,011.87","0.01","3,551,011.87","34,069.00","104.23","United States","NYSE","USD","1.00","USD","-"
"FBIN","FORTUNE BRANDS INNOVATIONS INC","Industrials","Equity","3,489,308.76","0.01","3,489,308.76","86,092.00","40.53","United States","NYSE","USD","1.00","USD","-"
"BYD","BOYD GAMING CORP","Consumer Discretionary","Equity","3,490,281.10","0.01","3,490,281.10","40,514.00","86.15","United States","NYSE","USD","1.00","USD","-"
"EXLS","EXLSERVICE HOLDINGS INC","Industrials","Equity","3,485,037.60","0.01","3,485,037.60","110,286.00","31.60","United States","NASDAQ","USD","1.00","USD","-"
"UHALB","U HAUL NON VOTING SERIES N","Industrials","Equity","3,468,720.11","0.01","3,468,720.11","70,061.00","49.51","United States","NYSE","USD","1.00","USD","-"
"SLM","SLM CORP","Financials","Equity","3,455,090.10","0.01","3,455,090.10","149,571.00","23.10","United States","NASDAQ","USD","1.00","USD","-"
"MAT","MATTEL INC","Consumer Discretionary","Equity","3,390,979.05","0.01","3,390,979.05","223,827.00","15.15","United States","NASDAQ","USD","1.00","USD","-"
"BFAM","BRIGHT HORIZONS FAMILY SOLUTIONS I","Consumer Discretionary","Equity","3,381,327.15","0.01","3,381,327.15","39,785.00","84.99","United States","NYSE","USD","1.00","USD","-"
"RLI","RLI CORP","Financials","Equity","3,368,119.36","0.01","3,368,119.36","58,976.00","57.11","United States","NYSE","USD","1.00","USD","-"
"LOPE","GRAND CANYON EDUCATION INC","Consumer Discretionary","Equity","3,356,339.60","0.01","3,356,339.60","19,384.00","173.15","United States","NASDAQ","USD","1.00","USD","-"
"SON","SONOCO PRODUCTS","Materials","Equity","3,339,925.68","0.01","3,339,925.68","70,196.00","47.58","United States","NYSE","USD","1.00","USD","-"
"LPX","LOUISIANA PACIFIC CORP","Materials","Equity","3,295,297.50","0.01","3,295,297.50","44,682.00","73.75","United States","NYSE","USD","1.00","USD","-"
"KBR","KBR INC","Industrials","Equity","3,284,388.00","0.01","3,284,388.00","91,233.00","36.00","United States","NYSE","USD","1.00","USD","-"
"MRP","MILLROSE PROPERTIES INC CLASS A","Real Estate","Equity","3,279,218.69","0.01","3,279,218.69","107,129.00","30.61","United States","NYSE","USD","1.00","USD","-"
"ENPH","ENPHASE ENERGY INC","Information Technology","Equity","3,255,878.08","0.01","3,255,878.08","92,078.00","35.36","United States","NASDAQ","USD","1.00","USD","-"
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL","Industrials","Equity","3,251,938.67","0.01","3,251,938.67","33,977.00","95.71","United States","NASDAQ","USD","1.00","USD","-"
"ALK","ALASKA AIR GROUP INC","Industrials","Equity","3,252,775.92","0.01","3,252,775.92","79,764.00","40.78","United States","NYSE","USD","1.00","USD","-"
