iShares Russell 1000 ETF
Fund Holdings as of,"Apr 22, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"119,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"USD","USD CASH","Cash and/or Derivatives","Cash","18,969,128.64","0.04","18,969,128.64","18,969,129.00","100.00","United States","-","USD","1.00","USD","-"
"QSR","RESTAURANTS BRANDS INTERNATIONAL I","Consumer Discretionary","Equity","18,876,260.00","0.04","18,876,260.00","238,940.00","79.00","Canada","NYSE","USD","1.00","USD","-"
"CPNG","COUPANG INC CLASS A","Consumer Discretionary","Equity","18,856,951.60","0.04","18,856,951.60","915,386.00","20.60","United States","NYSE","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","18,757,859.17","0.04","18,757,859.17","387,319.00","48.43","United States","NYSE","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","18,472,008.72","0.04","18,472,008.72","266,244.00","69.38","United States","NYSE","USD","1.00","USD","-"
"LPLA","LPL FINANCIAL HOLDINGS INC","Financials","Equity","18,350,435.52","0.04","18,350,435.52","55,984.00","327.78","United States","NASDAQ","USD","1.00","USD","-"
"CW","CURTISS WRIGHT CORP","Industrials","Equity","18,312,845.87","0.04","18,312,845.87","25,759.00","710.93","United States","NYSE","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","18,301,166.80","0.04","18,301,166.80","84,182.00","217.40","United States","NYSE","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","17,976,447.32","0.04","17,976,447.32","108,116.00","166.27","United States","NASDAQ","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","17,822,927.34","0.04","17,822,927.34","135,918.00","131.13","United States","NYSE","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","17,768,240.19","0.04","17,768,240.19","31,509.00","563.91","United States","NASDAQ","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","17,739,538.50","0.04","17,739,538.50","40,363.00","439.50","United States","NYSE","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","17,722,806.40","0.04","17,722,806.40","370,460.00","47.84","United States","NYSE","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","17,694,446.51","0.04","17,694,446.51","158,453.00","111.67","United States","NYSE","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","17,676,994.95","0.04","17,676,994.95","263,639.00","67.05","United States","NYSE","USD","1.00","USD","-"
"ALAB","ASTERA LABS INC","Information Technology","Equity","17,576,014.20","0.04","17,576,014.20","90,570.00","194.06","United States","NASDAQ","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","17,533,742.25","0.04","17,533,742.25","224,475.00","78.11","United States","NYSE","USD","1.00","USD","-"
"XPO","XPO INC","Industrials","Equity","17,525,307.84","0.04","17,525,307.84","79,257.00","221.12","United States","NYSE","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","17,518,069.92","0.04","17,518,069.92","137,332.00","127.56","United States","NYSE","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","17,430,326.04","0.04","17,430,326.04","97,436.00","178.89","United States","NASDAQ","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","17,337,942.66","0.04","17,337,942.66","273,426.00","63.41","United States","NASDAQ","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","17,317,623.56","0.04","17,317,623.56","525,892.00","32.93","United States","NYSE","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","17,181,093.93","0.04","17,181,093.93","111,111.00","154.63","United States","NYSE","USD","1.00","USD","-"
"ZM","ZOOM COMMUNICATIONS INC CLASS A","Information Technology","Equity","17,167,898.40","0.04","17,167,898.40","186,770.00","91.92","United States","NASDAQ","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","17,147,871.65","0.04","17,147,871.65","607,865.00","28.21","United States","NYSE","USD","1.00","USD","-"
"VEEV","VEEVA SYSTEMS INC CLASS A","Health Care","Equity","17,125,491.92","0.04","17,125,491.92","104,564.00","163.78","United States","NYSE","USD","1.00","USD","-"
"RVMD","REVOLUTION MEDICINES INC","Health Care","Equity","17,098,718.50","0.04","17,098,718.50","120,839.00","141.50","United States","NASDAQ","USD","1.00","USD","-"
"UTHR","UNITED THERAPEUTICS CORP","Health Care","Equity","17,015,638.41","0.04","17,015,638.41","29,629.00","574.29","United States","NASDAQ","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","16,982,816.85","0.04","16,982,816.85","99,135.00","171.31","United States","NYSE","USD","1.00","USD","-"
"MKL","MARKEL GROUP INC","Financials","Equity","16,825,579.65","0.04","16,825,579.65","8,655.00","1,944.03","United States","NYSE","USD","1.00","USD","-"
"FTAI","FTAI AVIATION LTD","Industrials","Equity","16,414,777.97","0.04","16,414,777.97","71,941.00","228.17","United States","NASDAQ","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","16,334,087.80","0.04","16,334,087.80","264,734.00","61.70","United States","NYSE","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","16,288,262.40","0.04","16,288,262.40","82,560.00","197.29","United States","NYSE","USD","1.00","USD","-"
"MTZ","MASTEC INC","Industrials","Equity","16,282,119.00","0.04","16,282,119.00","43,246.00","376.50","United States","NYSE","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","16,187,717.04","0.04","16,187,717.04","81,048.00","199.73","United States","NYSE","USD","1.00","USD","-"
"SOFI","SOFI TECHNOLOGIES INC","Financials","Equity","16,171,800.08","0.04","16,171,800.08","848,468.00","19.06","United States","NASDAQ","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","16,107,164.64","0.04","16,107,164.64","160,686.00","100.24","United States","NASDAQ","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","16,036,848.00","0.03","16,036,848.00","78,612.00","204.00","United States","NYSE","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","16,006,234.86","0.03","16,006,234.86","75,551.00","211.86","United States","NASDAQ","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","15,949,087.86","0.03","15,949,087.86","58,503.00","272.62","United States","NYSE","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","15,936,774.06","0.03","15,936,774.06","212,547.00","74.98","United States","NYSE","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","15,900,791.40","0.03","15,900,791.40","81,870.00","194.22","United States","NYSE","USD","1.00","USD","-"
"ARES","ARES MANAGEMENT CORP CLASS A","Financials","Equity","15,888,296.70","0.03","15,888,296.70","131,254.00","121.05","United States","NYSE","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","15,869,781.62","0.03","15,869,781.62","58,814.00","269.83","United States","NASDAQ","USD","1.00","USD","-"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","15,871,011.03","0.03","15,871,011.03","16,359.00","970.17","United States","NYSE","USD","1.00","USD","-"
"CPAY","CORPAY INC","Financials","Equity","15,793,901.30","0.03","15,793,901.30","47,759.00","330.70","United States","NYSE","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","15,666,593.15","0.03","15,666,593.15","334,399.00","46.85","United States","NYSE","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","15,622,807.20","0.03","15,622,807.20","168,168.00","92.90","United States","NYSE","USD","1.00","USD","-"
"NVT","NVENT ELECTRIC PLC","Industrials","Equity","15,615,526.68","0.03","15,615,526.68","111,436.00","140.13","United States","NYSE","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","15,591,675.68","0.03","15,591,675.68","99,386.00","156.88","United States","NYSE","USD","1.00","USD","-"
"ENTG","ENTEGRIS INC","Information Technology","Equity","15,510,312.57","0.03","15,510,312.57","104,849.00","147.93","United States","NASDAQ","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","15,493,729.16","0.03","15,493,729.16","139,558.00","111.02","United States","NASDAQ","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","15,447,285.00","0.03","15,447,285.00","173,565.00","89.00","United States","NYSE","USD","1.00","USD","-"
"EXE","EXPAND ENERGY CORP","Energy","Equity","15,327,021.60","0.03","15,327,021.60","159,060.00","96.36","United States","NASDAQ","USD","1.00","USD","-"
"WWD","WOODWARD INC","Industrials","Equity","15,278,917.68","0.03","15,278,917.68","41,691.00","366.48","United States","NASDAQ","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","15,275,395.05","0.03","15,275,395.05","68,331.00","223.55","United States","NYSE","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","15,254,884.10","0.03","15,254,884.10","85,385.00","178.66","United States","NYSE","USD","1.00","USD","-"
"P","EVERPURE INC CLASS A","Information Technology","Equity","15,126,444.96","0.03","15,126,444.96","218,086.00","69.36","United States","NYSE","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","15,029,651.70","0.03","15,029,651.70","82,422.00","182.35","United States","NASDAQ","USD","1.00","USD","-"
"BURL","BURLINGTON STORES INC","Consumer Discretionary","Equity","14,920,212.42","0.03","14,920,212.42","44,271.00","337.02","United States","NYSE","USD","1.00","USD","-"
"RDDT","REDDIT INC CLASS A","Communication","Equity","14,900,123.73","0.03","14,900,123.73","90,683.00","164.31","United States","NYSE","USD","1.00","USD","-"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","14,825,508.62","0.03","14,825,508.62","55,003.00","269.54","United States","NASDAQ","USD","1.00","USD","-"
"TWLO","TWILIO INC CLASS A","Information Technology","Equity","14,826,997.95","0.03","14,826,997.95","98,551.00","150.45","United States","NYSE","USD","1.00","USD","-"
"RGLD","ROYAL GOLD INC","Materials","Equity","14,816,712.16","0.03","14,816,712.16","58,904.00","251.54","United States","NASDAQ","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","14,810,724.02","0.03","14,810,724.02","152,014.00","97.43","United States","NASDAQ","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","14,555,855.16","0.03","14,555,855.16","660,429.00","22.04","United States","NYSE","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","14,485,483.84","0.03","14,485,483.84","371,804.00","38.96","United States","NASDAQ","USD","1.00","USD","-"
"USFD","US FOODS HOLDING CORP","Consumer Staples","Equity","14,471,719.08","0.03","14,471,719.08","156,858.00","92.26","United States","NYSE","USD","1.00","USD","-"
"ATI","ATI INC","Industrials","Equity","14,446,838.70","0.03","14,446,838.70","94,239.00","153.30","United States","NYSE","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","14,398,738.20","0.03","14,398,738.20","362,780.00","39.69","United States","NYSE","USD","1.00","USD","-"
"CRS","CARPENTER TECHNOLOGY CORP","Industrials","Equity","14,228,539.15","0.03","14,228,539.15","33,565.00","423.91","United States","NYSE","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","14,181,785.16","0.03","14,181,785.16","58,484.00","242.49","United States","NASDAQ","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","14,178,840.36","0.03","14,178,840.36","95,519.00","148.44","United States","NYSE","USD","1.00","USD","-"
"ILMN","ILLUMINA INC","Health Care","Equity","14,018,571.00","0.03","14,018,571.00","107,422.00","130.50","United States","NASDAQ","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","13,844,832.66","0.03","13,844,832.66","36,207.00","382.38","United States","NYSE","USD","1.00","USD","-"
"BWXT","BWX TECHNOLOGIES INC","Industrials","Equity","13,831,344.80","0.03","13,831,344.80","63,128.00","219.10","United States","NYSE","USD","1.00","USD","-"
"MRNA","MODERNA INC","Health Care","Equity","13,747,489.20","0.03","13,747,489.20","247,257.00","55.60","United States","NASDAQ","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","13,744,944.18","0.03","13,744,944.18","134,794.00","101.97","United States","NASDAQ","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","13,714,543.08","0.03","13,714,543.08","202,041.00","67.88","United States","NYSE","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","13,655,190.42","0.03","13,655,190.42","49,762.00","274.41","United States","NYSE","USD","1.00","USD","-"
"RPRX","ROYALTY PHARMA PLC CLASS A","Health Care","Equity","13,553,522.84","0.03","13,553,522.84","272,597.00","49.72","United States","NASDAQ","USD","1.00","USD","-"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","13,557,353.00","0.03","13,557,353.00","143,540.00","94.45","United States","NYSE","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","13,511,832.90","0.03","13,511,832.90","222,015.00","60.86","United States","NYSE","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","13,439,914.18","0.03","13,439,914.18","54,406.00","247.03","United States","NASDAQ","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","13,437,609.02","0.03","13,437,609.02","292,249.00","45.98","United States","NYSE","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","13,401,322.48","0.03","13,401,322.48","655,642.00","20.44","United States","NYSE","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","13,392,994.86","0.03","13,392,994.86","88,866.00","150.71","United States","NYSE","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","13,353,497.02","0.03","13,353,497.02","70,762.00","188.71","United States","NASDAQ","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","13,322,178.48","0.03","13,322,178.48","108,788.00","122.46","United States","NYSE","USD","1.00","USD","-"
"MKSI","MKS","Information Technology","Equity","13,247,537.20","0.03","13,247,537.20","47,576.00","278.45","United States","NASDAQ","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","13,245,076.04","0.03","13,245,076.04","340,228.00","38.93","United States","NYSE","USD","1.00","USD","-"
"RBA","RB GLOBAL INC","Industrials","Equity","13,222,598.00","0.03","13,222,598.00","128,825.00","102.64","Canada","NYSE","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","13,174,542.25","0.03","13,174,542.25","119,065.00","110.65","United States","NYSE","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","13,137,224.20","0.03","13,137,224.20","171,370.00","76.66","United States","NYSE","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","13,132,415.34","0.03","13,132,415.34","373,186.00","35.19","United States","NYSE","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","13,098,424.96","0.03","13,098,424.96","81,539.00","160.64","United States","NYSE","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","13,062,032.88","0.03","13,062,032.88","91,702.00","142.44","United States","NASDAQ","USD","1.00","USD","-"
"ASTS","AST SPACEMOBILE INC CLASS A","Communication","Equity","13,040,095.14","0.03","13,040,095.14","154,029.00","84.66","United States","NASDAQ","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","13,027,921.06","0.03","13,027,921.06","595,154.00","21.89","United States","NASDAQ","USD","1.00","USD","-"
"BAM","BROOKFIELD ASSET MANAGEMENT VOTING","Financials","Equity","12,931,213.68","0.03","12,931,213.68","266,568.00","48.51","Canada","NYSE","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","12,914,975.44","0.03","12,914,975.44","138,811.00","93.04","United States","NYSE","USD","1.00","USD","-"
"FWONK","LIBERTY MEDIA FORMULA ONE SERIES C","Communication","Equity","12,915,484.08","0.03","12,915,484.08","146,984.00","87.87","United States","NASDAQ","USD","1.00","USD","-"
"RS","RELIANCE STEEL & ALUMINUM","Materials","Equity","12,897,981.20","0.03","12,897,981.20","36,760.00","350.87","United States","NYSE","USD","1.00","USD","-"
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Financials","Equity","12,876,579.90","0.03","12,876,579.90","6,294.00","2,045.85","United States","NASDAQ","USD","1.00","USD","-"
"ITT","ITT INC","Industrials","Equity","12,860,253.36","0.03","12,860,253.36","59,242.00","217.08","United States","NYSE","USD","1.00","USD","-"
"MTSI","MACOM TECHNOLOGY SOLUTIONS INC","Information Technology","Equity","12,853,631.00","0.03","12,853,631.00","46,403.00","277.00","United States","NASDAQ","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","12,801,970.72","0.03","12,801,970.72","160,748.00","79.64","United States","NASDAQ","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","12,795,912.00","0.03","12,795,912.00","177,721.00","72.00","United States","NYSE","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","12,771,187.53","0.03","12,771,187.53","317,139.00","40.27","United States","NYSE","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","12,747,467.28","0.03","12,747,467.28","179,643.00","70.96","United States","NASDAQ","USD","1.00","USD","-"
"RBC","RBC BEARINGS INC","Industrials","Equity","12,728,558.80","0.03","12,728,558.80","21,620.00","588.74","United States","NYSE","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","12,729,679.71","0.03","12,729,679.71","178,863.00","71.17","United States","NYSE","USD","1.00","USD","-"
"AFRM","AFFIRM HOLDINGS INC CLASS A","Financials","Equity","12,691,879.08","0.03","12,691,879.08","190,626.00","66.58","United States","NASDAQ","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","12,682,780.45","0.03","12,682,780.45","322,307.00","39.35","United States","NYSE","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","12,635,805.84","0.03","12,635,805.84","61,566.00","205.24","United States","NYSE","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","12,572,038.27","0.03","12,572,038.27","507,551.00","24.77","United States","NYSE","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","12,546,067.10","0.03","12,546,067.10","194,362.00","64.55","United States","NYSE","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","12,526,550.90","0.03","12,526,550.90","40,255.00","311.18","United States","NASDAQ","USD","1.00","USD","-"
"APG","API GROUP CORP","Industrials","Equity","12,468,282.75","0.03","12,468,282.75","257,025.00","48.51","United States","NYSE","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","12,454,690.68","0.03","12,454,690.68","1,884.00","6,610.77","United States","NYSE","USD","1.00","USD","-"
"AA","ALCOA CORP","Materials","Equity","12,445,733.30","0.03","12,445,733.30","181,610.00","68.53","United States","NYSE","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","12,355,892.70","0.03","12,355,892.70","217,342.00","56.85","United States","NYSE","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","12,238,576.02","0.03","12,238,576.02","367,194.00","33.33","United States","NYSE","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","12,065,463.30","0.03","12,065,463.30","168,465.00","71.62","United States","NYSE","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","11,994,778.25","0.03","11,994,778.25","73,385.00","163.45","United States","NASDAQ","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","11,931,615.96","0.03","11,931,615.96","190,388.00","62.67","United States","NYSE","USD","1.00","USD","-"
"SNX","TD SYNNEX CORP","Information Technology","Equity","11,894,658.30","0.03","11,894,658.30","53,270.00","223.29","United States","NYSE","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","11,885,258.88","0.03","11,885,258.88","818,544.00","14.52","United States","NASDAQ","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","11,809,697.00","0.03","11,809,697.00","83,995.00","140.60","United States","NASDAQ","USD","1.00","USD","-"
"FLUT","FLUTTER ENTERTAINMENT PLC","Consumer Discretionary","Equity","11,778,379.41","0.03","11,778,379.41","110,481.00","106.61","United States","NYSE","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","11,681,014.52","0.03","11,681,014.52","92,876.00","125.77","United States","NYSE","USD","1.00","USD","-"
"EWBC","EAST WEST BANCORP INC","Financials","Equity","11,637,496.71","0.03","11,637,496.71","95,319.00","122.09","United States","NASDAQ","USD","1.00","USD","-"
"THC","TENET HEALTHCARE CORP","Health Care","Equity","11,626,940.88","0.03","11,626,940.88","60,804.00","191.22","United States","NYSE","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","11,618,361.72","0.03","11,618,361.72","210,021.00","55.32","United States","NYSE","USD","1.00","USD","-"
"JLL","JONES LANG LASALLE INC","Real Estate","Equity","11,499,389.10","0.03","11,499,389.10","32,745.00","351.18","United States","NYSE","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","11,470,874.52","0.03","11,470,874.52","166,028.00","69.09","United States","NASDAQ","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","11,323,072.04","0.02","11,323,072.04","424,403.00","26.68","United States","NYSE","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","11,305,487.08","0.02","11,305,487.08","291,604.00","38.77","United States","NASDAQ","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","11,252,969.99","0.02","11,252,969.99","44,621.00","252.19","United States","NYSE","USD","1.00","USD","-"
"OVV","OVINTIV INC","Energy","Equity","11,224,892.21","0.02","11,224,892.21","201,199.00","55.79","United States","NYSE","USD","1.00","USD","-"
"SGI","SOMNIGROUP INTERNATIONAL INC","Consumer Discretionary","Equity","11,227,549.44","0.02","11,227,549.44","140,908.00","79.68","United States","NYSE","USD","1.00","USD","-"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Financials","Equity","11,215,518.52","0.02","11,215,518.52","495,604.00","22.63","United States","NYSE","USD","1.00","USD","-"
"WPC","W. P. CAREY REIT INC","Real Estate","Equity","11,119,889.13","0.02","11,119,889.13","152,599.00","72.87","United States","NYSE","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","11,105,638.94","0.02","11,105,638.94","103,126.00","107.69","United States","NYSE","USD","1.00","USD","-"
"WCC","WESCO INTERNATIONAL INC","Industrials","Equity","11,102,286.15","0.02","11,102,286.15","35,307.00","314.45","United States","NYSE","USD","1.00","USD","-"
"LSCC","LATTICE SEMICONDUCTOR CORP","Information Technology","Equity","11,045,086.86","0.02","11,045,086.86","95,554.00","115.59","United States","NASDAQ","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","10,991,323.98","0.02","10,991,323.98","122,863.00","89.46","United States","NYSE","USD","1.00","USD","-"
"SCCO","SOUTHERN COPPER CORP","Materials","Equity","10,983,850.65","0.02","10,983,850.65","58,515.00","187.71","Peru","NYSE","USD","1.00","USD","-"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","10,959,813.40","0.02","10,959,813.40","85,724.00","127.85","United States","NYSE","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","10,887,364.80","0.02","10,887,364.80","22,230.00","489.76","United States","NYSE","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","10,880,154.53","0.02","10,880,154.53","53,431.00","203.63","United States","NYSE","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","10,881,255.49","0.02","10,881,255.49","461,657.00","23.57","United States","NYSE","USD","1.00","USD","-"
"HEIA","HEICO CORP CLASS A","Industrials","Equity","10,844,837.88","0.02","10,844,837.88","52,292.00","207.39","United States","NYSE","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","10,836,915.04","0.02","10,836,915.04","146,524.00","73.96","United States","NYSE","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","10,796,957.92","0.02","10,796,957.92","111,608.00","96.74","United States","NASDAQ","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","10,777,546.48","0.02","10,777,546.48","96,452.00","111.74","United States","NYSE","USD","1.00","USD","-"
"TLN","TALEN ENERGY CORP","Utilities","Equity","10,742,871.20","0.02","10,742,871.20","31,660.00","339.32","United States","NASDAQ","USD","1.00","USD","-"
"MDLN","MEDLINE INC CLASS A","Health Care","Equity","10,695,180.60","0.02","10,695,180.60","226,785.00","47.16","United States","NASDAQ","USD","1.00","USD","-"
"CLH","CLEAN HARBORS INC","Industrials","Equity","10,676,221.20","0.02","10,676,221.20","35,073.00","304.40","United States","NYSE","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","10,638,675.00","0.02","10,638,675.00","157,610.00","67.50","United States","NYSE","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","10,571,981.75","0.02","10,571,981.75","82,885.00","127.55","United States","NYSE","USD","1.00","USD","-"
"ROKU","ROKU INC CLASS A","Communication","Equity","10,545,040.72","0.02","10,545,040.72","89,108.00","118.34","United States","NASDAQ","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","10,497,539.25","0.02","10,497,539.25","37,565.00","279.45","United States","NASDAQ","USD","1.00","USD","-"
"WSO","WATSCO INC","Industrials","Equity","10,493,597.88","0.02","10,493,597.88","24,252.00","432.69","United States","NYSE","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","10,444,134.78","0.02","10,444,134.78","357,921.00","29.18","United States","NASDAQ","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","10,409,758.14","0.02","10,409,758.14","30,053.00","346.38","United States","NYSE","USD","1.00","USD","-"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Industrials","Equity","10,398,865.68","0.02","10,398,865.68","147,126.00","70.68","United States","NASDAQ","USD","1.00","USD","-"
"CSL","CARLISLE COMPANIES INC","Industrials","Equity","10,258,923.50","0.02","10,258,923.50","29,021.00","353.50","United States","NYSE","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","10,210,457.60","0.02","10,210,457.60","113,956.00","89.60","United States","NYSE","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","10,206,039.03","0.02","10,206,039.03","81,917.00","124.59","United States","NYSE","USD","1.00","USD","-"
"MLI","MUELLER INDUSTRIES INC","Industrials","Equity","10,201,059.18","0.02","10,201,059.18","75,597.00","134.94","United States","NYSE","USD","1.00","USD","-"
